|Chercheurs _Inserm_ETP|Chercheurs _Inserm_PP|Cherceurs_CNRS_ETP|Cherceurs_CNRS_ETP|Chercheurs_autres_ETP|Chercheurs_autres_PP|Post-Doctorants_ETP|Post-Doctorants_PP|Doctorants_ETP|Doctorants_PP|CDI_Chercheurs_ETP|CDI_Chercheurs_PP|CDD_Chercheurs_ETP|CDD_Chercheurs_PP|Ens-Chercheurs_ETP|Ens-Chercheurs_PP|PU-PH_ETP|PU-PH_PP|Hosp-Autres_ETP|Hosp-Autres_PP|IR_Inserm_ETP|IR_Inserm_PP|IR_non_Inserm_ETP|IR_non_Inserm_PP|IngT _ETP|IngT _PP|CDD_IR_ETP|CDD_IR_PP|CDD_Autres_ETP|CDD_Autres_PP|Admin_ETP|Admin_PP|etp_total
U1208-1|2|2|1|1|2|2|0|0|4|4|0|0|1|1|||0|0|0|0|||||0|0|0|0|4|4|||14
U1208-2|1|1|1|1|||1|1|2|2|0|0|1|1|||0|0|0|0|1|1|||2|2|0|0|1|1|||10
U1208-3|1|1|||||0|0|3|3|1|1|0|0|||0|0|0|1|||||3|3|2|2|1,5|2|||11,5
U1208-4|1|1|2|2|||0|0|4|4|0|0|0|0|||0|0|0|0|||||0|0|1|1|0|0|||8
U1208-5|1|1|2|2|||0|0|5|5|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||8
U1208-6|2|2|||||0|0|3|3|0|0|0|0|||0|0|0|1|1|1|||1|1|0|0|0|0|||7
U1208-7|1|1|||||0|0|3|3|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||4
U1209-1|||5|5|||0|0|3|3|0|0|3|3|1|2|0|0|0|0|||||2,6|3|0|0|0|0|||14,6
U1209-10|||2|2|||0|0|3|3|0|0|0|0|1,5|3|0|0|0|0|||||1|1|0|0|1|1|||8,5
U1209-11|4|4|||||0|0|3|3|0|0|0,5|1|||0,8|2|0,2|1|1|1|||3|3|1|1|3,8|4|||17,3
U1209-12|1|1|1|1|||0|0|2|2|0|0|1|1|||2,2|6|0|0|||||3,3|4|0|0|0|0|||10,5
U1209-13|||||||0|0|1|1|0|0|0|0|||2,3|6|1|1|||||3,5|4|0|0|0|0|||7,8
U1209-14|1|1|2|2|||0|0|2|2|0|0|4|4|0,5|1|4,45|10|0|0|||2|2|5,5|6|0|0|2|2|||23,45
U1209-15|3|3|2|2|||0|0|4|4|0|0|2|2|||0,6|2|0|0|||||2|2|0|0|0|0|||13,6
U1209-16|1|1|1|1|||0|0|1|1|0|0|1|1|||0|0|0|0|||1|1|1|1|0|0|1|1|||7
U1209-17|||1|1|||0|0|1|1|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||3
U1209-18|1|1|||||0|0|1|1|0|0|1|1|0,5|1|0|0|0|0|||||0|0|0|0|1|1|||4,5
U1209-19|||1|1|||0|0|1|1|0|0|1|1|||0|0|0|0|||1|1|0|0|0|0|0|0|||4
U1209-20|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|1|1|||3
U1209-4|||2|2|||0|0|1|1|0|0|1|1|1|2|0|0|0|1|||||2|2|0|0|0|0|||7
U1209-5|2,2|3|2|2|||0|0|3|3|0|0|2|2|0,5|1|1,9|5|0|0|||||9,8|10|0|0|1|1|||22,4
U1209-6|1|1|1|1|||0|0|1|1|0|0|2|2|2|4|1|1|0|0|1,8|2|2|2|2,8|3|0|0|0|0|||14,6
U1209-7|1,3|2|1|1|||1|1|6,5|7|0|0|1|1|0,5|1|1,85|5|0|0|||1|1|3,8|4|0|0|2|2|||19,95
U1209-8|||||||0|0|0|0|0|0|1|1|0,5|1|0,55|2|3|3|||||1|1|0|0|1|1|||7,05
U1210-1|3|3|||||0|0|0|0|0|0|1|1|||0|0|0|0|||||0|0|1|1|5|5|||10
U1210-2|3|3|2|2|||0|0|0|0|0|0|0|0|||4,45|8|0|1|||||2|2|0|0|0|0|||11,45
U1211-1|3|3|1|1|||0|0|0|0|0|0|1|1|1,5|3|3,2|8|0|0|||||6|7|0|0|1,5|2|||17,2
U1212-1|2,9|3|||||0|0|2|2|0|0|0|0|1,9|4|0|0|1|1|1|1|||2,8|3|0|0|0|0|||11,6
U1212-2|4|4|1|1|||0|0|5|5|0|0|0|0|2|4|0|0|0|0|||||1,8|2|0|0|0|0|||13,8
U1212-3|||||||1|1|4|4|0|0|1|1|3,5|7|0,3|1|0|0|||||0|0|0|0|0|0|||9,8
U1212-4|2|2|1|1|||0|0|5|5|0|0|1|1|0,5|1|0|0|0|1|||||3,9|4|0|0|2|2|||15,4
U1212-5|1|1|||||0|0|1|1|0|0|1|1|||0|0|0|0|||||0|0|0|0|0|0|||3
U1212-6|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1212-7|1|1|||||2|2|1|1|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||4
U1213-1|||2|2|1|1|1|1|4,5|5|0|0|0|0|||0,3|1|0|0|||||5,6|6|0|0|0|0|||14,4
U1214-1|1|1|||||1,3|4|7|7|0|0|3|3|1,8|4|5,8|20|0,5|1|1|1|||1|1|0|0|0|0|||22,4
U1214-2|2|2|||||0|0|10|10|0|0|0|0|1,6|4|3|13|0,5|1|||||2|2|0|0|0|0|||19,1
U1215-1|1|1|2|2|||2|2|4|4|0|0|0|0|1|2|0|0|0|0|||||5,8|6|0|0|2|2|||17,8
U1215-10|2|2|1|1|||2|2|2|2|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||7
U1215-2|3|3|2|2|||1|1|2|2|0|0|0|0|0,5|1|0|0|0|0|||||2|2|0|0|2|2|||12,5
U1215-3|1|1|2|2|||3|3|3|3|0|0|2|2|2|4|0,9|4|0|0|||||2,5|3|0|0|0|0|||16,4
U1215-5|||1|1|||0|0|1|1|0|0|0|0|1,5|3|0|0|1|1|||1|1|1|1|0|0|0|0|||6,5
U1215-6|3|3|||||3|3|1|1|0|0|1|1|||0|0|0|0|0,5|1|||1|1|0|0|2|2|||11,5
U1215-7|4|4|||||2|2|5|5|0|0|2|2|||0|0|0|0|||||1,5|2|0|0|2|2|||16,5
U1215-8|1|1|||||0|0|1|1|0|0|0|0|0,5|1|0,6|2|0|0|||||2,8|3|0|0|0,5|1|||6,4
U1215-9|2|2|||||3|3|5|5|0|0|1|1|||0|0|0|0|||||0,5|1|0|0|1|1|||12,5
U1216-1|4|4|1|1|||0|0|1|1|0|0|0|0|0,5|1|1|1|2,8|3|2,9|3|||2|2|0|0|0|0|||15,2
U1216-12|||||||0|0|0|0|0|0|0|0|2|4|0|0|0|0|||||1,7|2|0|0|0|0|||3,7
U1216-13|3|3|||||0|0|5,5|6|0|0|3|3|2|4|2|6|0,75|3|1|1|||1,1|2|0|0|0|0|||18,35
U1216-14|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|1|1|||3
U1216-15|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1216-2|1|1|1|1|||0|0|0|0|0|0|1|1|||1|1|0|0|||||1|1|0|0|0|0|||5
U1216-4|1|1|||||0|0|1|1|0|0|0|0|0,25|1|2,2|5|0|0|||||1|1|0|0|0|0|||5,45
U1216-5|5,6|6|1|1|||0|0|6|6|0|0|0|0|0,5|1|3|6|1,5|2|0,35|2|0,35|2|1,25|2|0|0|0|0|||19,55
U1216-8|1|1|||||0|0|1,5|2|0|0|1|1|1|2|1,45|5|0|0|||1|1|1|1|0|0|1|1|||8,95
U1217-1|||3|3|||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|1|1|||5
U1217-10|1,8|2|||||0|0|0|0|0|0|0|0|0,5|1|0,5|1|0|0|||||2|2|1|1|1|1|||6,8
U1217-11|3|3|||||0|0|0|0|1|1|0|0|1|2|1,4|5|0|0|||||6|6|0|0|0|0|||12,4
U1217-12|1|1|||||0|0|0|0|0|0|1|1|||0,6|2|1|1|||||1|1|0|0|0|0|||4,6
U1217-13|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|1|1|||3
U1217-2|||1|1|||0|0|0|0|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|0|0|||2,5
U1217-3|||4|4|||0|0|0|0|0|0|0|0|1|2|0|0|0|0|||||3,8|4|1|1|0|0|||9,8
U1217-4|||||||0|0|0|0|0|0|0|0|2|4|0,3|1|0|0|||||3|3|0|0|0|0|||5,3
U1217-5|||1|1|||1|1|0|0|0|0|0|0|1,5|3|0|0|0|0|||||2|2|0|0|0|0|||5,5
U1217-6|||||||0|0|0|0|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|0|0|||1,5
U1217-7|2,7|3|4|4|||1|1|0|0|0|0|1|1|||2,2|5|0|0|||3|3|1|1|0|0|0|0|||14,9
U1217-8|1,9|2|2|2|||0|0|0|0|0|0|0|0|||0|0|0|0|||||2|2|0|0|0|0|||5,9
U1217-9|||1|1|||0|0|0|0|0|0|0|0|1|2|0|0|0|0|||||1|1|0|0|0|0|||3
U1218-1|4|4|1|1|||1,7|2|9|9|2|2|0|0|1,5|3|13,15|21|3|4|||||11,4|13|0|0|2|2|||48,75
U1219-1|1,9|2|||||3|3|9|9|5|5|0|0|2,5|5|2,2|5|0|1|||||1|1|0|0|0,3|1|0,5|1|25,4
U1219-10|||||1|1|1|1|5|5|0|0|1|1|1,5|3|0,6|2|0|1|||||0|0|1|1|7,5|8|||18,6
U1219-11|||||||0|0|1|1|6,6|7|0,4|1|||2,6|10|2,6|3|||||5|5|1|1|19,8|20|||39
U1219-2|3|3|||||0|0|6|6|16|16|4|4|0,3|1|1,4|5|2|2|0,7|1|||0,8|1|0|0|7,5|8|||41,7
U1219-3|0,5|1|||||1|1|1|1|0|0|0|0|||0,5|2|0,9|1|||||0,7|1|1,1|2|8,5|9|||14,2
U1219-4|3,8|4|||||0|0|4|4|0,5|1|0|0|||2,45|8|0|0|||||1,5|2|0|0|2,7|3|||14,95
U1219-5|2,7|3|||||0|0|10|10|0|0|0|0|1,5|3|0|0|0|1|||||0|0|0|0|3|3|||17,2
U1219-6|0,6|1|||||2|2|8|8|3|3|0|0|3|6|1,6|3|2|2|1|1|||3|3|0,5|1|10,5|12|||35,2
U1219-7|1|1|||||1|1|3|3|0|0|0|0|||2,5|8|0,1|1|||||0|0|0|0|4,5|5|||12,1
U1219-8|2|2|||||1|1|11|11|7,4|9|1|1|2|4|3,35|10|3,3|4|||||2,6|4|0|0|7,8|8|0,9|1|42,35
U1219-9|||||||1|1|12|12|0,5|1|2,1|3|1,5|3|5,6|18|2|2|||||2,8|3|1,5|2|3|3|||32
U1220-1|2|2|||||0|0|0|0|0|0|0|0|0,5|1|0|0|0|0|||||0,8|1|0|0|0|0|||3,3
U1220-2|1|1|||2|2|2|2|0|0|0|0|0|0|3|6|3,2|6|1,5|2|||||6|6|0|0|1|1|||19,7
U1220-3|5|5|||||0|0|1|1|0|0|0|0|||0,3|1|1|1|||||2|2|0|0|2|2|||11,3
U1220-4|7|7|1|1|||2|2|2|2|0|0|1|1|||0,3|1|1|1|||||3|3|0|0|2|2|||19,3
U1220-5|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1221-1|||||2,8|3|1|1|3|3|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|0,3|1|8,1
U1221-2|||||2|2|1|1|2|2|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|0,65|1|6,65
U1221-3|1|1|||2|2|1|1|1|1|0|0|0|0|||0|0|0|0|||||2|2|0|0|0|0|0,65|1|7,65
U1222-1|2|2|1|1|1|1|0|0|5|6|0|0|1|1|||0|0|0|0|||||3|3|0|0|0|0|||13
U1222-2|||||||3|3|1|1|0|0|0|0|||0|0|1|1|||||1|1|0|0|0|0|||6
U1223-1|2|2|||2|2|5|5|4|4|0|0|1|1|||0|0|0|0|1|1|||3|3|0|0|0|0|0,5|1|18,5
U1223-2|1|1|1|1|3|3|0|0|5|5|0|0|0|0|0,5|1|0|0|0,5|2|||||1|1|0|0|0|0|0,5|1|12,5
U1223-3|1|1|||1|1|3|3|3|3|0|0|0|0|||0|0|0|0|||||2|2|0|0|0|0|0,5|1|10,5
U1223-4|||1|1|||3|3|3|3|0|0|2|2|||0,15|1|0|0|||||4|4|0|0|1|1|||14,15
U1224-1|||||2|2|8,2|9|3|3|0|0|0|0|||0|0|0|0|||||3|3|0|0|0|0|||16,2
U1225-1|1|1|||||3|3|2|2|0|0|1|1|||0|0|0|0|||||3|3|0|0|0|0|||10
U1226-1|2|2|||||0|0|1|1|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||4
U1227-1|||||||1|1|7|7|0|0|0|0|1,5|3|3,8|12|0|0|||||4|4|0|0|1|1|||18,3
U1228-1|||2|2|2|2|3|3|7|7|0|0|1|1|0,7|3|1,95|5|1|1|||1|1|1|1|0|0|10|10|||30,65
U1229-1|2,9|3|2|2|||0|0|5,5|6|0|0|0|0|1|2|0,6|2|0,6|2|||||2|2|0|0|4|4|||18,6
U1229-2|2|2|||||0|0|6|6|0|0|0|0|1,8|4|3,5|11|0,5|2|||||0,4|1|0|0|1|1|||15,2
U1230-1|||||||1|1|5|5|0|0|3|3|3|5|1|4|1|1|0,8|1|1|1|4,5|5|0|0|0|0|||20,3
U1231-1|3|3|1|1|||1|1|11,5|12|0|0|0|0|2,5|5|1,35|5|3|3|||1|1|5|6|1|1|0|0|||30,35
U1231-2|1|1|||||1|1|1|1|0|0|0|0|1,5|3|1,9|4|0|0|||||3,4|4|0|0|0|0|||9,8
U1231-3|2|2|||||0|0|6|6|0|0|0|0|2,5|5|3|7|1|1|1|1|1|1|8|8|0|0|0|0|||24,5
U1231-4|||||||0|0|7|7|0|0|0|0|4|8|0|0|0|0|||1|1|9|9|0|0|0|0|||21
U1231-5|3|3|||||2|2|3|3|0|0|0|0|||3,9|6|1|1|||||5|5|0|0|0|0|||17,9
U1231-6|1|1|||||2|2|5|5|0|0|0|0|0,25|1|3,8|10|6|7|||||17,6|19|0|0|0|0|||35,65
U1231-7|1|1|||||3|3|12|12|1|1|0|0|1,5|3|4|8|0|1|||||5|5|0|0|0|0|||27,5
U1231-8|||||||2|2|3|3|0|0|0|0|||5,05|13|2,3|3|||2|2|12,3|13|0|0|0|0|1|1|27,65
U1231-9|1|1|||||1|1|0|0|0|0|2|2|||0|0|0|0|||||3|3|0|0|1|1|||8
U1232-1|2|2|1|1|||0|0|7|7|0|0|0|0|1,9|4|0,9|3|0|1|1|1|||9,4|10|0|0|3|3|1,8|2|28
U1232-10|||3|3|||0|0|2|2|0|0|1|1|0,5|1|0,5|3|0|0|||||5|5|0|0|0|0|||12
U1232-11|||1|1|||0|0|3,5|4|0,5|1|0|0|0,5|1|0,6|2|0|0|||||3,5|6|0|0|1|1|||10,6
U1232-12|||||||0|0|1|1|0|0|0|0|0,5|1|0,75|3|1,5|2|||||3,2|4|0|0|0|0|||6,95
U1232-13|2|2|2|2|||1|1|5|5|2|2|0|0|4|8|3,5|13|0|0|1|1|||5|7|0|0|1|1|||26,5
U1232-14|1|1|||||1|1|1|1|0|0|2|2|1|2|1,75|6|0|0|||||2|2|0|0|1|1|||10,75
U1232-15|1|1|1|1|||1|1|2|2|0|0|2|2|||0|0|0|0|||||1|1|0|0|0|0|||8
U1232-16|||||||0|0|0|0|0|0|0|0|||1,1|2|0|0|||||1,8|2|0|0|0|0|||2,9
U1232-17|1|1|||||2|2|4|4|1|1|0|0|0,5|1|2|6|0|0|||||3,9|5|0|0|0|0|||14,4
U1232-2|||||||0|0|1|1|0,3|1|0|0|0,3|1|2,7|7|3,8|5|||||6,5|9|0|0|0,5|1|||15,1
U1232-3|3|3|||||0,5|1|3,5|4|0|0|0|0|2|4|0,3|1|0|0|||||3,2|5|0|0|0,5|1|||13
U1232-4|3,8|4|1|1|||0|0|3|3|0|0|0|0|||0,65|4|0|0|||||3,05|4|0|0|1|1|||12,5
U1232-5|3|3|1|1|||0|0|1,5|2|0|0|2|2|0,4|1|0|0|0|1|||||3,5|4|0|0|0|0|||11,4
U1232-6|2|2|||||0|0|2|2|0|0|1|1|0,5|1|0,3|1|0|0|||1|1|0|0|0|0|2|2|||8,8
U1232-7|2|2|||||1|1|6,5|8|0|0|1|1|2,5|5|2,55|9|0|0|||1|1|3|3|0|0|0|0|||19,55
U1232-8|4|4|||||0|0|2|2|0|0|1|1|1|2|0,8|4|1|1|||1|1|1,2|2|0|0|1|1|||13
U1232-9|2|2|1|1|||0|0|2|2|0|0|1|1|1|2|1|2|0,8|1|||||3,9|5|0|0|1|1|||13,7
U1233-1|0|1|1|1|||15|15|1|1|0|0|0|0|||0|0|1|1|||||1|1|0|0|0|0|1|1|20
U1234-1|||||||2|2|8,5|9|0|0|1|1|1,5|3|5|20|1|1|4|4|3|3|7,1|8|0|0|2|2|||35,1
U1235-1|6|6|1|1|||0|0|4|4|0|0|0|0|0,6|2|1,9|11|0|0|||||5|5|0|0|1|1|0,5|1|20
U1236-1|2|2|||||1|1|2|2|0|0|0|0|||5,65|15|0|0|||1|1|14,3|16|0|0|0|0|||25,95
U1237-1|2|2|||||1|1|16,5|17|0|0|0|0|2,3|4|4,1|9|0|0|||1|1|3|3|0|0|1|1|||30,9
U1237-2|1|1|||||2|2|6|6|0|0|0|0|1|2|0,9|3|0|0|||||0|0|0|0|1|1|||11,9
U1237-3|1|1|||||0|0|2|2|0|0|1|1|||2,3|3|0|0|||||1,9|2|2|2|6|6|||16,2
U1238-1|3|3|1|1|||0|0|4|4|0|0|0|0|0,5|1|0,5|3|3|3|||||1,5|2|0|0|2,5|3|||16
U1238-2|2|2|||||0|0|2,3|3|0|0|1|1|0,5|1|1|5|2|2|0,5|1|||1|1|0|0|1|1|||11,3
U1238-3|2|2|||||0|0|1,3|2|0|0|0|0|0,8|1|0,9|5|0|0|||||1,5|2|0|0|0|0|||6,5
U1239-1|2|2|||||0|0|7|7|0|0|0|0|3,75|8|0,8|2|0|0|||||3|3|0|0|0|0|||16,55
U1239-2|2|2|||||0|0|6|6|0|0|1|1|2,5|5|0|0|0|0|||0,9|1|0,8|1|0|0|0|0|||13,2
U1239-3|1|1|||||0|0|3|3|0|0|0|0|1,5|3|0,8|3|0|0|||0,9|1|1|1|0|0|0|0|||8,2
U1239-4|2|2|||||1|1|3|3|0|0|0|0|4|8|1,55|3|0|0|||||2|2|0|0|1|1|||14,55
U1240-1|||||||0|0|7,5|8|0|0|0|0|4|9|2,9|10|3,9|6|||||7,4|13|0|0|0|0|||25,7
U1240-2|1|1|||||0|0|13|13|0|0|0|0|6,5|13|3,8|12|1|4|||3,3|4|5|8|0|0|0|0|||33,6
U1241-1|1|1|2|2|||0|0|0|0|0|0|0|0|3|6|3,1|13|1,5|3|1|1|||6,9|7|0|0|0|0|||18,5
U1241-2|3|3|1|1|||1|1|3|3|0|0|0|0|2|4|3,4|14|1|3|||||5,8|6|0|0|1|1|||21,2
U1241-3|3|3|1|1|||0|0|1|1|0|0|1|1|||1,45|6|0,8|2|||||1,8|2|0|0|1|1|||11,05
U1242-1|2|2|||||1|1|3|3|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||6
U1242-2|1|1|||||1|1|2|2|0|0|0|0|||0|0|0|0|||||0|0|1|1|0|0|||5
U1244-1|||||9|9|6|6|9,5|10|0|0|0|0|0,5|1|0|0|0|1|||1|1|1|1|0|0|0|0|||27
U1245-1|1|1|||||0|0|8|8|0|0|0|0|1,5|3|2,5|7|0|0|||||7,3|9|0|0|0|0|||20,3
U1245-2|||1|1|||0|0|1|1|0|0|0|0|0,5|1|2|5|0|0|||2|2|4|4|0|0|0|0|||10,5
U1245-3|2|2|||||0|0|7|7|0|0|0|0|1,5|3|3,15|9|0,25|1|||||5|6|0|0|1|1|||19,9
U1245-4|||0,3|1|||0|0|1|1|0|0|0|0|||4|12|2,3|3|||1|1|5,05|8|0|0|0|0|0,3|1|13,95
U1246-1|||||||4|5|7|7|0|0|0|0|3,55|8|4,3|14|2|2|||1|1|2,8|6|0|0|0|0|||24,65
U1247-1|||||||0|0|8|8|0|0|2|2|3|6|2,4|4|1,5|2|||||2|2|0|0|0|0|||18,9
U1248-1|||||||2|2|6|6|0|0|0|0|2|4|5,2|18|2,3|3|1|1|||3,15|4|0|0|1|1|||22,65
U1249-1|3|3|||||0|0|1|1|0|0|1|1|1|2|0|0|0|0|||||0|0|0|0|0|0|||6
U1249-10|4|4|2|2|||0|0|2|2|0|0|0|0|||0|0|0|0|||||0,8|1|0|0|0|0|||8,8
U1249-11|1|1|1|1|||1|1|1|1|0|0|1|1|||0,2|1|0|0|||||1|1|0|0|0|0|||6,2
U1249-12|2|2|||||0|0|1|1|0|0|1|1|||0|0|0|0|||||0|0|0|0|2|2|||6
U1249-13|1|1|||||1|1|2|2|0|0|1|1|0,5|1|0|0|0|0|||||0|0|0|0|0|0|||5,5
U1249-2|4|4|2|2|||1|1|2|2|0|0|0|0|||0,1|1|1|1|||||0|0|0|0|1|1|||11,1
U1249-4|1|1|3|3|||2|2|4|4|0|0|1|1|0,5|1|0|0|0|0|1|1|||0|0|1|1|1|1|||14,5
U1249-8|||3|3|||0|0|4|4|0|0|3|3|||0|0|0,5|1|||||1|1|0|0|1|1|||12,5
U1249-9|2|2|2|2|||0|0|4|4|0|0|0|0|1,5|2|0|0|0|1|1|1|||1|1|0|0|0|0|||11,5
U1250-1|2|2|||||0|0|5|5|0|0|0|0|1,5|3|4,3|19|1|1|||0,5|1|4,3|5|0|0|2|2|||20,6
U1251-1|2|2|||||1|1|1|1|0|0|0|0|||0,55|2|0|0|||||2|2|0|0|0|0|||6,55
U1251-3|1|1|1|1|||1|1|3|3|0|0|0|0|||2,45|6|0|0|||||2|2|0|0|0|0|||10,45
U1251-4|4|4|||||2|2|1|1|0|0|0|0|||0,9|3|0|0|1|1|||1|1|0|0|0|0|||9,9
U1251-5|1|1|||||1|1|2|2|0|0|0|0|||0,3|1|0|0|||||1|1|0|0|0|0|||5,3
U1251-6|1|1|||||0|0|0|0|0|0|0|0|||0,25|2|0|0|1|1|||2|2|0|0|1|1|||5,25
U1251-7|3|3|||||0|0|3|3|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||6
U1251-8|2|2|1|1|||2|2|5|5|0|0|0|0|||4,65|15|0,5|1|||||7|7|0|0|0|0|||22,15
U1251-9|||1|1|||1|1|0|0|0|0|0|0|1|1|6|6|1|1|||1|1|5|5|0|0|0|0|||16
U1252-1|0,8|1|||||0|0|3|3|3,8|4|1|1|0,5|1|1,1|3|5|5|1|1|||2|2|0|0|1|1|||19,2
U1252-2|3|3|1|1|2|2|0|0|15|15|0|0|2|2|1|2|0,6|2|4,65|6|3|3|1|1|1|1|2|2|6|6|||42,25
U1252-3|||1|1|1|1|1|1|5|5|0|0|0|0|1|2|1,5|5|3|3|||||2|2|0|0|0|0|||15,5
U1253-1|2|2|||||0|0|3|3|0|0|1|1|5,5|11|4,55|12|2|2|||1,8|2|3,6|5|0|0|0|0|0,3|1|23,75
U1253-2|3|3|||||0|0|4|4|0|0|0|0|4,55|10|7|20|2,1|4|||3,5|4|8,5|9|0|0|1|1|1,3|2|34,95
U1253-3|1|1|||||0|0|2|2|0|0|0|0|1,5|3|3,95|9|3|3|1|1|1|1|5,9|9|0|0|0|0|||19,35
U1254-1|1,7|2|||||0|0|12|12|0|0|1|1|||3,2|14|0|0|||3|3|3,6|6|0|0|0|0|||24,5
U1255-1|2|2|||||0|0|3|3|0|0|0|0|||0,3|1|0,8|2|1|1|||8|8|0|0|0|0|||15,1
U1255-2|3|3|||||0|0|2|2|0|0|0|0|||0|0|0|0|||||6,8|7|0|0|1|1|||12,8
U1256-1|1,6|2|||||1|1|7|7|0|0|0|0|2|4|5|16|1|2|||||10,1|12|0|0|0|0|||27,7
U1256-2|1|1|||||0|0|0|0|0|0|0|0|1|2|1,2|4|1|1|||||9|10|0|0|0|0|||13,2
U1256-3|1|1|||||0|0|0|0|0|0|0|0|||2,7|9|0|0|||||8|9|0|0|0|0|||11,7
U1257-1|2|2|||||2|2|5|5|0|0|0|0|||0|0|0|0|||1|1|1,5|2|0|0|0|0|||11,5
U1258-1|1|1|||||0|0|3|3|0|0|0|0|1,5|3|0|0|0|0|||||0,8|1|0|0|0|0|||6,3
U1258-10|2|2|||||0|0|4|4|0|0|0|0|0,5|1|0,6|2|0|0|||||1|1|0|0|0|0|||8,1
U1258-12|2|2|3|3|||0|0|4|4|0|0|0|0|||0,3|1|0|0|||||2,8|3|0|0|0|0|||12,1
U1258-13|3|3|||||2|2|2|2|0|0|1|1|||0|0|0|1|||||2|2|0|0|0|0|||10
U1258-14|2|2|1|1|||4,5|5|3|3|0|0|1|1|||0|0|0|1|||||2,8|3|0|0|0|0|||14,3
U1258-16|1|1|1|1|||0|0|4|4|0|0|5|5|0,5|1|0|0|0|0|||||2|2|0|0|1|1|||14,5
U1258-17|1|1|1|1|||1|1|2|2|0|0|0|0|||0|0|0|0|||||2|2|0|0|1|1|||8
U1258-20|||1|1|||0|0|2|2|0|0|0|0|0,5|1|0|0|1|1|||||1|1|0|0|0|0|||5,5
U1258-21|1|1|1|1|||3|3|2|2|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|0|0|||8,5
U1258-24|2|2|2|2|||0|0|2|2|0|0|1|1|||0|0|0|0|||2|2|3|3|0|0|0|0|||12
U1258-25|1|1|1|1|||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||2
U1258-26|1|1|||||0|0|2|2|1|1|0|0|||0|0|1|1|||||0|0|0|0|1|1|||6
U1258-28|||||||0|0|1|1|0|0|0|0|2|4|0|0|0|0|||||1|1|0|0|0|0|||4
U1258-3|||2|2|||0|0|1|1|0|0|0|0|||0,6|2|0|1|||||3|3|0|0|0|0|||6,6
U1258-30|1|1|||||2|2|1|1|0|0|1|1|||0|0|0|0|||||0,8|1|0|0|2|2|||7,8
U1258-32|2|2|||||0|0|9|9|0|0|0|0|||0,3|1|0|0|||||2|2|0|0|0|0|||13,3
U1258-33|||3|3|||2|2|5|5|0|0|2|2|0,5|1|0|0|0|0|||1|1|2,8|3|0|0|2|2|||18,3
U1258-35|||2,9|3|||0|0|0|0|0|0|1|1|||0|0|0|0|||||1|1|0|0|0|0|||4,9
U1258-36|||1|1|||2|2|4|4|0|0|0|0|||0|0|0|0|||||1,9|2|0|0|1|1|||9,9
U1258-37|||2|2|||1|1|1|1|0|0|0|0|0,5|1|0|0|0|0|1|1|||0,8|1|0|0|0|0|||6,3
U1258-38|2|2|2|2|||0|0|3|3|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||8
U1258-4|||2|2|||0|0|2|2|0|0|0|0|||0|0|0|0|||||2,8|3|0|0|0|0|||6,8
U1258-40|2|2|||||3|3|5|5|0|0|0|0|||0,5|2|0|0|||||4|4|0|0|0|0|||14,5
U1258-41|||||||1|1|2|2|0|0|0|0|||2,3|3|0|0|||||2|2|0|0|1|1|||8,3
U1258-43|||3|3|||1|1|2|2|0|0|0|0|||0|0|0|0|0,8|1|||1|1|0|0|1|1|||8,8
U1258-44|1|1|||||2|2|3|3|0|0|0|0|||0|0|0|0|||||2|2|0|0|0|0|||8
U1258-45|1|1|||||0|0|3|3|0|0|0|0|||0|0|0|0|||||2,8|3|0|0|0|0|||6,8
U1258-46|||1|1|||2|2|1|1|0|0|1|1|0,5|1|1,5|5|0|0|||||2,9|3|0|0|0|0|||9,9
U1258-47|1|1|||||1|1|2|2|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||5
